nodename,batch,solution,version,git,task,data,timestamp,action,stderr,ret,machine_type
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e7_2e0_0_0,1697556124.02471,start,,,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e7_2e0_0_0,1697556153.36098,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e7_1e2_0_1,1697556168.37623,start,,,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e7_1e2_0_1,1697556190.15271,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e7_1e2_5_0,1697556205.16797,start,,,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e7_1e2_5_0,1697556231.10255,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e8_1e2_0_0,1697556246.11777,start,,,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e8_1e2_0_0,1697556389.8857,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e8_1e1_0_0,1697556404.901,start,,,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e8_1e1_0_0,1697556575.87914,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e8_2e0_0_0,1697556590.89426,start,,,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e8_2e0_0_0,1697556818.69413,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e8_1e2_0_1,1697556833.7094,start,,,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e8_1e2_0_1,1697556968.40507,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e8_1e2_5_0,1697556983.42032,start,,,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e8_1e2_5_0,1697557141.96931,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e9_1e2_0_0,1697557156.98459,start,,,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e9_1e2_0_0,1697558599.30102,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e9_1e1_0_0,1697558614.3162,start,,,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e9_1e1_0_0,1697560486.99164,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e9_2e0_0_0,1697560502.00668,start,,,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e9_2e0_0_0,1697562911.56215,finish,2,0,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e9_1e2_0_1,1697562926.57553,start,,,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e9_1e2_0_1,1697564354.66317,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e9_1e2_5_0,1697564369.67837,start,,,c6id.metal
ip-172-31-31-147,1697529451,juliadf,1.6.1,04c738083f29f86e62c8afc341f0967d8717bdb8,groupby,G1_1e9_1e2_5_0,1697565410.46579,finish,1,137,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e7_1e2_0_0,1697565425.48083,start,,,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e7_1e2_0_0,1697565612.91955,finish,16,0,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e7_1e1_0_0,1697565627.93479,start,,,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e7_1e1_0_0,1697565881.88,finish,16,0,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e7_2e0_0_0,1697565896.89524,start,,,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e7_2e0_0_0,1697566446.06921,finish,16,0,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e7_1e2_0_1,1697566461.0843,start,,,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e7_1e2_0_1,1697566643.10165,finish,16,0,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e7_1e2_5_0,1697566658.11687,start,,,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e7_1e2_5_0,1697566850.07622,finish,16,0,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e8_1e2_0_0,1697566865.09146,start,,,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e8_1e2_0_0,1697568892.2238,finish,16,0,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e8_1e1_0_0,1697568907.23909,start,,,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e8_1e1_0_0,1697571764.58139,finish,16,0,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e8_2e0_0_0,1697571779.59664,start,,,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e8_2e0_0_0,1697577785.79223,finish,16,0,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e8_1e2_0_1,1697577800.80746,start,,,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e8_1e2_0_1,1697579754.77006,finish,16,0,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e8_1e2_5_0,1697579769.78528,start,,,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e8_1e2_5_0,1697581788.91147,finish,16,0,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e9_1e2_0_0,1697581803.92672,start,,,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e9_1e2_0_0,1697586497.11796,finish,13,137,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e9_1e1_0_0,1697586512.13299,start,,,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e9_1e1_0_0,1697597321.01077,finish,12,137,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e9_2e0_0_0,1697597336.02588,start,,,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e9_2e0_0_0,1697601973.06407,finish,5,137,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e9_1e2_0_1,1697601988.07928,start,,,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e9_1e2_0_1,1697606116.36528,finish,13,137,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e9_1e2_5_0,1697606131.38049,start,,,c6id.metal
ip-172-31-31-147,1697529451,dplyr,1.1.3,,groupby,G1_1e9_1e2_5_0,1697610767.51288,finish,13,137,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e7_1e2_0_0,1697610782.5279,start,,,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e7_1e2_0_0,1697610811.66769,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e7_1e1_0_0,1697610826.68283,start,,,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e7_1e1_0_0,1697610857.55788,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e7_2e0_0_0,1697610872.57311,start,,,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e7_2e0_0_0,1697610939.43901,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e7_1e2_0_1,1697610954.45408,start,,,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e7_1e2_0_1,1697610980.43531,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e7_1e2_5_0,1697610995.45056,start,,,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e7_1e2_5_0,1697610995.88722,finish,1,0,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e8_1e2_0_0,1697611010.90246,start,,,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e8_1e2_0_0,1697611379.15324,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e8_1e1_0_0,1697611394.16845,start,,,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e8_1e1_0_0,1697611825.50504,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e8_2e0_0_0,1697611840.52027,start,,,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e8_2e0_0_0,1697612692.40671,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e8_1e2_0_1,1697612707.42196,start,,,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e8_1e2_0_1,1697613029.55275,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e8_1e2_5_0,1697613044.56798,start,,,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e8_1e2_5_0,1697613045.0024,finish,1,0,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e9_1e2_0_0,1697613060.01764,start,,,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e9_1e2_0_0,1697618990.75855,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e9_1e1_0_0,1697619005.77363,start,,,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e9_1e1_0_0,1697627105.62564,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e9_2e0_0_0,1697627120.64073,start,,,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e9_2e0_0_0,1697637940.64603,finish,1,0,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e9_1e2_0_1,1697637955.66135,start,,,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e9_1e2_0_1,1697644250.54517,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e9_1e2_5_0,1697644265.56042,start,,,c6id.metal
ip-172-31-31-147,1697529451,pandas,2.1.1,e86ed377639948c64c429059127bcf5b359ab6be,groupby,G1_1e9_1e2_5_0,1697644265.98818,finish,1,0,c6id.metal
ip-172-31-31-147,1697529451,pydatatable,1.1.0a0,cb07f6d3569b4646130dbc69041cc0fde95e40fa,groupby,G1_1e7_1e2_0_0,1697644281.0034,start,,,c6id.metal
ip-172-31-31-147,1697529451,pydatatable,1.1.0a0,cb07f6d3569b4646130dbc69041cc0fde95e40fa,groupby,G1_1e7_1e2_0_0,1697644489.19183,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,pydatatable,1.1.0a0,cb07f6d3569b4646130dbc69041cc0fde95e40fa,groupby,G1_1e7_1e1_0_0,1697644504.20713,start,,,c6id.metal
ip-172-31-31-147,1697529451,pydatatable,1.1.0a0,cb07f6d3569b4646130dbc69041cc0fde95e40fa,groupby,G1_1e7_1e1_0_0,1697644633.57661,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,pydatatable,1.1.0a0,cb07f6d3569b4646130dbc69041cc0fde95e40fa,groupby,G1_1e7_2e0_0_0,1697644648.59185,start,,,c6id.metal
ip-172-31-31-147,1697529451,pydatatable,1.1.0a0,cb07f6d3569b4646130dbc69041cc0fde95e40fa,groupby,G1_1e7_2e0_0_0,1697644787.72842,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,pydatatable,1.1.0a0,cb07f6d3569b4646130dbc69041cc0fde95e40fa,groupby,G1_1e7_1e2_0_1,1697644802.74369,start,,,c6id.metal
ip-172-31-31-147,1697529451,pydatatable,1.1.0a0,cb07f6d3569b4646130dbc69041cc0fde95e40fa,groupby,G1_1e7_1e2_0_1,1697644996.82195,finish,0,0,c6id.metal
ip-172-31-31-147,1697529451,pydatatable,1.1.0a0,cb07f6d3569b4646130dbc69041cc0fde95e40fa,groupby,G1_1e7_1e2_5_0,1697645011.83719,start,,,c6id.metal
